NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
PAQR4	1	ENSG00000162073	
ANTXRLP1	1	ENSG00000263482	
PAQR3	1	ENSG00000163291	
HNF1A	1	ENSG00000135100	
TM4SF1	1	ENSG00000169908	
EREG	1	ENSG00000124882	
PPP1R3G	1	ENSG00000219607	
PPP1R3F	1	ENSG00000049769	
STX1B	1	ENSG00000099365	
SHTN1	1	ENSG00000187164	
IFI27	1	ENSG00000165949	
PPP1R3B	1	ENSG00000173281	
PPP1R3E	1	ENSG00000235194	
PPP1R3D	1	ENSG00000132825	
PREB	1	ENSG00000138073	
STX1A	1	ENSG00000106089	
PPP1R37	1	ENSG00000104866	
L3MBTL1	1	ENSG00000185513	
PPP1R36	1	ENSG00000165807	
L3MBTL3	1	ENSG00000198945	
L3MBTL2	1	ENSG00000100395	
PPP1R32	1	ENSG00000162148	
PPP1R35	1	ENSG00000160813	
ANKRD19P	1	ENSG00000187984	
PRH1	1	ENSG00000231887	
PGBD1	1	ENSG00000137338	
PGBD2	1	ENSG00000185220	
PGBD4	1	ENSG00000182405	
PGBD5	1	ENSG00000177614	
TSPAN9	1	ENSG00000011105	
ERI1	1	ENSG00000104626	
TSPAN6	1	ENSG00000000003	
ERI2	1	ENSG00000196678	
ERI3	1	ENSG00000117419	
TSPAN7	1	ENSG00000156298	
TSPAN4	1	ENSG00000214063	
TSPAN5	1	ENSG00000168785	
TSPAN2	1	ENSG00000134198	
TSPAN3	1	ENSG00000140391	
TSPAN1	1	ENSG00000117472	
PPP1R26	1	ENSG00000196422	
PPP1R21	1	ENSG00000162869	
PRG2	1	ENSG00000186652	
IFI44	1	ENSG00000137965	
PRG4	1	ENSG00000116690	
ERAL1	1	ENSG00000132591	
ICK	1	ENSG00000112144	
ID2	1	ENSG00000115738	
RPL27A	1	ENSG00000166441	
ID1	1	ENSG00000125968	
ID3	1	ENSG00000117318	
ANKRD18B	1	ENSG00000230453	
ANKRD18A	1	ENSG00000180071	
CDK6-AS1	1	ENSG00000237819	
GASK1B	1	ENSG00000164125	
PPP1R11	1	ENSG00000204619	
PPP1R10	1	ENSG00000204569	
KIF14	1	ENSG00000118193	
AKR1B1	1	ENSG00000085662	
MIA2	1	ENSG00000150527	
MIA3	1	ENSG00000154305	
AP2A1	1	ENSG00000196961	
IDE	1	ENSG00000119912	
KIF11	1	ENSG00000138160	
PPP1R18	1	ENSG00000146112	
AP2A2	1	ENSG00000183020	
KIF15	1	ENSG00000163808	
KIF19	1	ENSG00000196169	
IDS	1	ENSG00000010404	
KIF1C	1	ENSG00000129250	
KIF1B	1	ENSG00000054523	
KIF1A	1	ENSG00000130294	
NDEL1	1	ENSG00000166579	
TLCD3A	1	ENSG00000167695	
LYNX1	1	ENSG00000180155	
AKR1A1	1	ENSG00000117448	
KIF24	1	ENSG00000186638	
KIF23	1	ENSG00000137807	
KIF22	1	ENSG00000079616	
MMEL1	1	ENSG00000142606	
TLCD3B	1	ENSG00000149926	
KIF27	1	ENSG00000165115	
OOEP	1	ENSG00000203907	
KIF2A	1	ENSG00000068796	
KIF2C	1	ENSG00000142945	
CFL1P1	1	ENSG00000223820	
CFL1P5	1	ENSG00000213830	
PRKN	1	ENSG00000185345	
STX12	1	ENSG00000117758	
STX17	1	ENSG00000136874	
TMPRSS5	1	ENSG00000166682	
STX16	1	ENSG00000124222	
TMPRSS6	1	ENSG00000187045	
TMPRSS3	1	ENSG00000160183	
STX19	1	ENSG00000178750	
AKR1D1	1	ENSG00000122787	
TMPRSS4	1	ENSG00000137648	
STX18	1	ENSG00000168818	
XIAP	1	ENSG00000101966	
TMPRSS2	1	ENSG00000184012	
PRKX	1	ENSG00000183943	
FUOM	1	ENSG00000148803	
COL19A1	1	ENSG00000082293	
STX11	1	ENSG00000135604	
STX10	1	ENSG00000104915	
RXRB	1	ENSG00000204231	
RXRA	1	ENSG00000186350	
PRKY	1	ENSG00000099725	
DGLUCY	1	ENSG00000133943	
MICE	1	ENSG00000273340	
MICA	1	ENSG00000204520	
MICB	1	ENSG00000204516	
TSNAX	1	ENSG00000116918	
RFTN2	1	ENSG00000162944	
ERCC6L2	1	ENSG00000182150	
AKR1C1	1	ENSG00000187134	
RFTN1	1	ENSG00000131378	
AKR1C3	1	ENSG00000196139	
MIB2	1	ENSG00000197530	
AKR1C2	1	ENSG00000151632	
AP2B1	1	ENSG00000006125	
DOHH	1	ENSG00000129932	
MIAT	1	ENSG00000225783	
NLE1	1	ENSG00000073536	
MIB1	1	ENSG00000101752	
FOXD2-AS1	1	ENSG00000237424	
MIDN	1	ENSG00000167470	
ERCC6L	1	ENSG00000186871	
PLGLB1	1	ENSG00000183281	
PLGLB2	1	ENSG00000125551	
RN7SL535P	1	ENSG00000239419	
COA6-AS1	1	ENSG00000231663	
TEPSIN	1	ENSG00000167302	
LRRC37A9P	1	ENSG00000271013	
KIF5C	1	ENSG00000168280	
KIF5B	1	ENSG00000170759	
KIF5A	1	ENSG00000155980	
BAALC	1	ENSG00000164929	
PRND	1	ENSG00000171864	
G6PD	1	ENSG00000160211	
G6PC	1	ENSG00000131482	
DIMT1	1	ENSG00000086189	
RN7SL667P	1	ENSG00000265170	
SSU72	1	ENSG00000160075	
PRLR	1	ENSG00000113494	
MID2	1	ENSG00000080561	
ERMN	1	ENSG00000136541	
PLA2G15	1	ENSG00000103066	
ERN1	1	ENSG00000178607	
DOK1	1	ENSG00000115325	
DOK2	1	ENSG00000147443	
DOK3	1	ENSG00000146094	
DOK4	1	ENSG00000125170	
DOK5	1	ENSG00000101134	
DOK7	1	ENSG00000175920	
CKMT2-AS1	1	ENSG00000247572	
INO80B-WBP1	1	ENSG00000274049	
TMED10	1	ENSG00000170348	
SNORA36A	1	ENSG00000206948	
SEL1L	1	ENSG00000071537	
PSEN2	1	ENSG00000143801	
PSEN1	1	ENSG00000080815	
FUT2	1	ENSG00000176920	
FUT1	1	ENSG00000174951	
LRRC37A6P	1	ENSG00000230445	
FUT4	1	ENSG00000196371	
FUT6	1	ENSG00000156413	
DBIL5P	1	ENSG00000231784	
FUT8	1	ENSG00000033170	
LRRC37A7P	1	ENSG00000265158	
FUT7	1	ENSG00000180549	
KIF3B	1	ENSG00000101350	
KIF3A	1	ENSG00000131437	
FUT9	1	ENSG00000172461	
DEAF1	1	ENSG00000177030	
NPHP1	1	ENSG00000144061	
ISOC1	1	ENSG00000066583	
NPHP3	1	ENSG00000113971	
CAMTA1	1	ENSG00000171735	
CAMTA2	1	ENSG00000108509	
NPHP4	1	ENSG00000131697	
KIF3C	1	ENSG00000084731	
ISOC2	1	ENSG00000063241	
ITPRID2	1	ENSG00000138434	
PRNP	1	ENSG00000171867	
PHF10	1	ENSG00000130024	
PHF12	1	ENSG00000109118	
PHF11	1	ENSG00000136147	
DOLK	1	ENSG00000175283	
LRRC37A5P	1	ENSG00000204173	
CLK4	1	ENSG00000113240	
IL2	1	ENSG00000109471	
CLK3	1	ENSG00000179335	
CLK2	1	ENSG00000176444	
CLK1	1	ENSG00000013441	
IL4	1	ENSG00000113520	
AFDN	1	ENSG00000130396	
IL3	1	ENSG00000164399	
IL6	1	ENSG00000136244	
IL5	1	ENSG00000113525	
IL7	1	ENSG00000104432	
KIF4A	1	ENSG00000090889	
IL9	1	ENSG00000145839	
PHF14	1	ENSG00000106443	
PHF13	1	ENSG00000116273	
ADNP-AS1	1	ENSG00000259456	
PHF19	1	ENSG00000119403	
PRR5	1	ENSG00000186654	
PRR4	1	ENSG00000111215	
SNED1	1	ENSG00000162804	
PRR7	1	ENSG00000131188	
PRR3	1	ENSG00000204576	
ILK	1	ENSG00000166333	
AFF3	1	ENSG00000144218	
PPP1R9A	1	ENSG00000158528	
AFF4	1	ENSG00000072364	
AFF1	1	ENSG00000172493	
PPP1R9B	1	ENSG00000108819	
AFF2	1	ENSG00000155966	
B4GALT1-AS1	1	ENSG00000233554	
IGLC3	1	ENSG00000211679	
RN7SL531P	1	ENSG00000264071	
IGLC1	1	ENSG00000211675	
IGLC2	1	ENSG00000211677	
CNPPD1	1	ENSG00000115649	
TRBV20-1	1	ENSG00000211747	
NCBP1	1	ENSG00000136937	
PLA2G4D	1	ENSG00000159337	
NCBP2	1	ENSG00000114503	
PLA2G4E	1	ENSG00000188089	
PLA2G4B	1	ENSG00000243708	
PLA2G4C	1	ENSG00000105499	
PLA2G4A	1	ENSG00000116711	
SSTR2	1	ENSG00000180616	
ARHGAP27P2	1	ENSG00000267472	
SSTR3	1	ENSG00000278195	
VCAN	1	ENSG00000038427	
LMBRD1	1	ENSG00000168216	
LMBRD2	1	ENSG00000164187	
RN7SL663P	1	ENSG00000275132	
NCBP3	1	ENSG00000074356	
INA	1	ENSG00000148798	
CLN8	1	ENSG00000182372	
CLN6	1	ENSG00000128973	
CLN5	1	ENSG00000102805	
PDLIM1	1	ENSG00000107438	
CLN3	1	ENSG00000188603	
HSPD1P6	1	ENSG00000230067	
PDLIM3	1	ENSG00000154553	
PDLIM2	1	ENSG00000120913	
CLMP	1	ENSG00000166250	
CLMN	1	ENSG00000165959	
HSPD1P1	1	ENSG00000213430	
PDLIM5	1	ENSG00000163110	
WARS2-AS1	1	ENSG00000231365	
PDLIM4	1	ENSG00000131435	
TAS1R3	1	ENSG00000169962	
PDLIM7	1	ENSG00000196923	
HSPD1P5	1	ENSG00000249193	
HSPD1P4	1	ENSG00000257576	
MBTPS1	1	ENSG00000140943	
PLA2G2D	1	ENSG00000117215	
PLA2G2C	1	ENSG00000187980	
RPL6P27	1	ENSG00000235552	
MIIP	1	ENSG00000116691	
MAPK14	1	ENSG00000112062	
S100B	1	ENSG00000160307	
U2SURP	1	ENSG00000163714	
MAPK12	1	ENSG00000188130	
UQCRHL	1	ENSG00000233954	
MAPK13	1	ENSG00000156711	
MAPK10	1	ENSG00000109339	
OR4F17	1	ENSG00000176695	
MAPK11	1	ENSG00000185386	
NPHS1	1	ENSG00000161270	
CLNK	1	ENSG00000109684	
MIR5047	1	ENSG00000284368	
CHPT1	1	ENSG00000111666	
S100P	1	ENSG00000163993	
PMFBP1	1	ENSG00000118557	
MBTPS2	1	ENSG00000012174	
SERPINE2	1	ENSG00000135919	
CLPB	1	ENSG00000162129	
SERPINE1	1	ENSG00000106366	
ACAP2-IT1	1	ENSG00000229325	
IPP	1	ENSG00000197429	
CHKB-CPT1B	1	ENSG00000254413	
BACH1	1	ENSG00000156273	
BACH2	1	ENSG00000112182	
NUDT16P1	1	ENSG00000246082	
TRAV23DV6	1	ENSG00000211803	
HENMT1	1	ENSG00000162639	
OR2AE1	1	ENSG00000244623	
CLP1	1	ENSG00000172409	
DIP2A	1	ENSG00000160305	
DIP2B	1	ENSG00000066084	
DUS4L	1	ENSG00000105865	
DIP2C	1	ENSG00000151240	
EARS2	1	ENSG00000103356	
ISY1-RAB43	1	ENSG00000261796	
ACOT9	1	ENSG00000123130	
ACOT8	1	ENSG00000101473	
ACOT7	1	ENSG00000097021	
TRIQK	1	ENSG00000205133	
SERPINF1	1	ENSG00000132386	
SERPINF2	1	ENSG00000167711	
HOGA1	1	ENSG00000241935	
CLPX	1	ENSG00000166855	
NISCH	1	ENSG00000010322	
DYNC1LI1	1	ENSG00000144635	
DYNC1LI2	1	ENSG00000135720	
BIN3	1	ENSG00000147439	
BIN2	1	ENSG00000110934	
BIN1	1	ENSG00000136717	
CLPP	1	ENSG00000125656	
ANOS1	1	ENSG00000011201	
ACOT2	1	ENSG00000119673	
YME1L1	1	ENSG00000136758	
SERPING1	1	ENSG00000149131	
ACOT1	1	ENSG00000184227	
DUS3L	1	ENSG00000141994	
ACOT4	1	ENSG00000177465	
MAPKAP1	1	ENSG00000119487	
SNRPFP1	1	ENSG00000231878	
HSPA4L	1	ENSG00000164070	
FAM160B1	1	ENSG00000151553	
FAM160B2	1	ENSG00000158863	
S100A16	1	ENSG00000188643	
RAD21	1	ENSG00000164754	
SERPINH1	1	ENSG00000149257	
S100A13	1	ENSG00000189171	
S100A12	1	ENSG00000163221	
DNAJC25-GNG10	1	ENSG00000244115	
SPTLC1P2	1	ENSG00000218512	
SPTLC1P1	1	ENSG00000230397	
S100A11	1	ENSG00000163191	
S100A10	1	ENSG00000197747	
RPL32P29	1	ENSG00000244270	
SIVA1	1	ENSG00000184990	
TRIP4	1	ENSG00000103671	
FAM160A1	1	ENSG00000164142	
FAM160A2	1	ENSG00000051009	
NPLOC4	1	ENSG00000182446	
TRIP6	1	ENSG00000087077	
RAD17	1	ENSG00000152942	
SERPINI1	1	ENSG00000163536	
DUS1L	1	ENSG00000169718	
RAD18	1	ENSG00000070950	
ITK	1	ENSG00000113263	
SERPINA1	1	ENSG00000197249	
SPIN4	1	ENSG00000186767	
SPIN3	1	ENSG00000204271	
CLTC	1	ENSG00000141367	
SRP54	1	ENSG00000100883	
LPCAT1	1	ENSG00000153395	
CLTB	1	ENSG00000175416	
CLTA	1	ENSG00000122705	
KDM5C-IT1	1	ENSG00000235262	
LFNG	1	ENSG00000106003	
FCRLA	1	ENSG00000132185	
TRIM8	1	ENSG00000171206	
PGK1P2	1	ENSG00000213290	
TRIM9	1	ENSG00000100505	
FCRLB	1	ENSG00000162746	
C17orf58	1	ENSG00000186665	
TRIM6	1	ENSG00000121236	
PIP4P2	1	ENSG00000155099	
TRIM7	1	ENSG00000146054	
PIP4P1	1	ENSG00000165782	
CSRP2	1	ENSG00000175183	
C14orf178	1	ENSG00000197734	
TRIM4	1	ENSG00000146833	
CSRP1	1	ENSG00000159176	
TRIM5	1	ENSG00000132256	
TRIM2	1	ENSG00000109654	
TRIM3	1	ENSG00000110171	
SPIN1	1	ENSG00000106723	
RACK1	1	ENSG00000204628	
TNKS1BP1	1	ENSG00000149115	
AP3S2	1	ENSG00000157823	
AP3S1	1	ENSG00000177879	
FCRL1	1	ENSG00000163534	
MIOX	1	ENSG00000100253	
FCRL2	1	ENSG00000132704	
SERPINB1	1	ENSG00000021355	
CLUH	1	ENSG00000132361	
SERPINB2	1	ENSG00000197632	
FCRL5	1	ENSG00000143297	
MIOS	1	ENSG00000164654	
FCRL6	1	ENSG00000181036	
FCRL3	1	ENSG00000160856	
ITPK1	1	ENSG00000100605	
FCRL4	1	ENSG00000163518	
TTC3P1	1	ENSG00000215105	
SERPINB9	1	ENSG00000170542	
SERPINB7	1	ENSG00000166396	
NUDT16L1	1	ENSG00000168101	
SERPINB8	1	ENSG00000166401	
SERPINB6	1	ENSG00000124570	
ITPKB	1	ENSG00000143772	
BACE1	1	ENSG00000186318	
IGLV3-13	1	ENSG00000253590	
ITPKC	1	ENSG00000086544	
BACE2	1	ENSG00000182240	
C17orf49	1	ENSG00000258315	
IVD	1	ENSG00000128928	
FALEC	1	ENSG00000228126	
ITPKA	1	ENSG00000137825	
IGLV3-12	1	ENSG00000211667	
IVL	1	ENSG00000163207	
IGLV3-19	1	ENSG00000211663	
PHLPP2	1	ENSG00000040199	
PHLPP1	1	ENSG00000081913	
SERPINC1	1	ENSG00000117601	
TTC41P	1	ENSG00000214198	
SLC22A20P	1	ENSG00000197847	
HSPA14	2	ENSG00000284024:ENSG00000187522	
HSPA13	1	ENSG00000155304	
IGLV3-25	1	ENSG00000211659	
C17orf75	1	ENSG00000108666	
SRP72	1	ENSG00000174780	
IGLV3-21	1	ENSG00000211662	
CHRNE	1	ENSG00000108556	
OR2AG2	1	ENSG00000188124	
TMEM18-DT	1	ENSG00000233296	
MISP	1	ENSG00000099812	
SEPTIN1	1	ENSG00000180096	
HSPA1L	1	ENSG00000204390	
SEPTIN2	1	ENSG00000168385	
SEPTIN5	1	ENSG00000184702	
SEPTIN6	1	ENSG00000125354	
RPS28P7	1	ENSG00000227097	
SEPTIN3	1	ENSG00000100167	
GTF2H1	1	ENSG00000110768	
SEPTIN4	1	ENSG00000108387	
GTF2H2	1	ENSG00000145736	
SRP68	1	ENSG00000167881	
LOC102724488	1	ENSG00000277758	
GTF2H3	1	ENSG00000111358	
SEPTIN9	1	ENSG00000184640	
BLCAP	1	ENSG00000166619	
GTF2H4	1	ENSG00000213780	
SEPTIN7	1	ENSG00000122545	
GTF2H5	1	ENSG00000272047	
SEPTIN8	1	ENSG00000164402	
RYBP	1	ENSG00000163602	
LPCAT4	1	ENSG00000176454	
LPCAT3	1	ENSG00000111684	
LPCAT2	1	ENSG00000087253	
C17orf67	1	ENSG00000214226	
AC107464.1	1	ENSG00000242686	
HSPA1B	1	ENSG00000204388	
HSPA1A	1	ENSG00000204389	
SEMA5A	1	ENSG00000112902	
SEMA5B	1	ENSG00000082684	
CHRM3	1	ENSG00000133019	
ATP8A2	1	ENSG00000132932	
ATP8A1	1	ENSG00000124406	
TUSC2	1	ENSG00000114383	
CHRM4	1	ENSG00000180720	
CHRM5	1	ENSG00000184984	
TUSC1	1	ENSG00000198680	
C17orf97	1	ENSG00000187624	
IYD	1	ENSG00000009765	
C17orf98	1	ENSG00000275489	
C17orf99	1	ENSG00000187997	
GYG1	1	ENSG00000163754	
TECTA	1	ENSG00000109927	
TPD52	1	ENSG00000076554	
SEMA6B	1	ENSG00000167680	
BIVM	1	ENSG00000134897	
SEMA6C	1	ENSG00000143434	
ANKRD36C	1	ENSG00000174501	
SEMA6A	1	ENSG00000092421	
IGFBP4	1	ENSG00000141753	
IGFBP3	1	ENSG00000146674	
ZBED3-AS1	1	ENSG00000250802	
IGFBP2	1	ENSG00000115457	
FNBP1P1	1	ENSG00000257800	
MITF	1	ENSG00000187098	
SCN1A-AS1	1	ENSG00000236107	
GTF2F1	1	ENSG00000125651	
GTF2F2	1	ENSG00000188342	
C2orf27A	1	ENSG00000197927	
RNF216-IT1	1	ENSG00000237738	
YWHABP2	1	ENSG00000256464	
SLX1B-SULT1A4	1	ENSG00000260280	
XIST	1	ENSG00000229807	
TTPAL	1	ENSG00000124120	
C17orf80	1	ENSG00000141219	
ANKRD36B	1	ENSG00000196912	
SEMA7A	1	ENSG00000138623	
OR2A9P	1	ENSG00000228960	
ITPR1	1	ENSG00000150995	
RHOBTB3	1	ENSG00000164292	
ITPR2	1	ENSG00000123104	
ITPR3	1	ENSG00000096433	
RASAL1	1	ENSG00000111344	
AC010326.1	1	ENSG00000152454	
RASAL2	1	ENSG00000075391	
RASAL3	1	ENSG00000105122	
GTF2E1	1	ENSG00000153767	
GTF2E2	1	ENSG00000197265	
RHOBTB2	1	ENSG00000008853	
PSAP	1	ENSG00000197746	
IGFBP7	1	ENSG00000163453	
IGFBP6	1	ENSG00000167779	
ANKRD34A	1	ENSG00000272031	
ATP8B4	1	ENSG00000104043	
SLC37A2	1	ENSG00000134955	
ATP8B3	1	ENSG00000130270	
SLC37A1	1	ENSG00000160190	
ATP8B2	1	ENSG00000143515	
ATP8B1	1	ENSG00000081923	
WFS1	1	ENSG00000109501	
NSFL1C	1	ENSG00000088833	
GON4L	1	ENSG00000116580	
SCCPDH	1	ENSG00000143653	
ESAM	1	ENSG00000149564	
RAD9B	1	ENSG00000151164	
CDC42-AS1	1	ENSG00000285752	
RAD9A	1	ENSG00000172613	
LMBR1L	1	ENSG00000139636	
ANKRD33B	1	ENSG00000164236	
RNPEPL1	1	ENSG00000142327	
SYCP2	1	ENSG00000196074	
SYCP1	1	ENSG00000198765	
GADL1	1	ENSG00000144644	
PSD2	1	ENSG00000146005	
OPA1	1	ENSG00000198836	
PSD4	1	ENSG00000125637	
OPA3	1	ENSG00000125741	
PSD3	1	ENSG00000156011	
VDAC1P2	1	ENSG00000213856	
HYDIN	1	ENSG00000157423	
SLC37A4	1	ENSG00000137700	
SLC37A3	1	ENSG00000157800	
VDAC1P8	1	ENSG00000229036	
SH3D19	1	ENSG00000109686	
FCGR1CP	1	ENSG00000265531	
PLPBP	1	ENSG00000147471	
ALMS1P1	1	ENSG00000163016	
RTN4RL2	1	ENSG00000186907	
TBX18-AS1	1	ENSG00000228290	
NIPSNAP1	1	ENSG00000184117	
NIPSNAP2	1	ENSG00000146729	
PTP4A1	1	ENSG00000112245	
BTBD7P1	1	ENSG00000203414	
PTP4A2	1	ENSG00000184007	
PTP4A3	1	ENSG00000184489	
RTN4RL1	1	ENSG00000185924	
RPL37A	1	ENSG00000197756	
UNC93B4	1	ENSG00000250381	
SLC24A1	1	ENSG00000074621	
GTF2A1	1	ENSG00000165417	
SLC24A4	1	ENSG00000140090	
GTF2A2	1	ENSG00000140307	
UNC93B2	1	ENSG00000155070	
SLC24A3	1	ENSG00000185052	
SEMA3C	1	ENSG00000075223	
UNC93B1	1	ENSG00000110057	
SEMA3A	1	ENSG00000075213	
SEMA3B	1	ENSG00000012171	
SEMA3G	1	ENSG00000010319	
RPL36A	1	ENSG00000241343	
JAKMIP1	1	ENSG00000152969	
DPCD	1	ENSG00000166171	
LAGE3	1	ENSG00000196976	
JAKMIP3	1	ENSG00000188385	
UNC93B6	1	ENSG00000255562	
JAKMIP2	1	ENSG00000176049	
AP3M2	1	ENSG00000070718	
AP3M1	1	ENSG00000185009	
EEF2KMT	1	ENSG00000118894	
SEMA4A	1	ENSG00000196189	
ANKRD30B	1	ENSG00000180777	
SEMA4D	1	ENSG00000187764	
CDC42BPG	1	ENSG00000171219	
SEMA4B	1	ENSG00000185033	
ADRM1	1	ENSG00000130706	
SEMA4C	1	ENSG00000168758	
MIR181A2HG	1	ENSG00000224020	
RPL35A	1	ENSG00000182899	
SEMA4F	1	ENSG00000135622	
CFLAR	1	ENSG00000003402	
SEMA4G	1	ENSG00000095539	
CDC42BPB	1	ENSG00000198752	
CDC42BPA	1	ENSG00000143776	
TRIT1	1	ENSG00000043514	
TPCN2	1	ENSG00000162341	
TPCN1	1	ENSG00000186815	
RAD52	1	ENSG00000002016	
RAD50	1	ENSG00000113522	
RAD51	1	ENSG00000051180	
SH3D21	1	ENSG00000214193	
CROCC	1	ENSG00000058453	
ESF1	1	ENSG00000089048	
SYCP3	1	ENSG00000139351	
CNOT2-DT	1	ENSG00000257815	
CMAS	1	ENSG00000111726	
SOGA3	1	ENSG00000214338	
SOGA1	1	ENSG00000149639	
ACTG1P3	1	ENSG00000215388	
DPF1	1	ENSG00000011332	
ACTG1P1	1	ENSG00000178631	
DPF2	1	ENSG00000133884	
DPF3	1	ENSG00000205683	
CYP2D8P	1	ENSG00000226450	
PTGDS	1	ENSG00000107317	
PTGDR	1	ENSG00000168229	
TIPIN	1	ENSG00000075131	
CMC4	1	ENSG00000182712	
SLC6A16	1	ENSG00000063127	
LMAN1L	1	ENSG00000140506	
SLC11A1	1	ENSG00000018280	
SLC6A15	1	ENSG00000072041	
CMC2	1	ENSG00000103121	
SLC11A2	1	ENSG00000110911	
CMC1	1	ENSG00000187118	
SLC6A13	1	ENSG00000010379	
BOLA1	1	ENSG00000178096	
ACOD1	1	ENSG00000102794	
SLC6A12	1	ENSG00000111181	
SLC6A11	1	ENSG00000132164	
ACTG1P4	1	ENSG00000236085	
CMBL	1	ENSG00000164237	
GBGT1	1	ENSG00000148288	
ACTG1P9	1	ENSG00000229349	
PLPP7	1	ENSG00000160539	
PLPP6	1	ENSG00000205808	
PLPP5	1	ENSG00000147535	
TCERG1L	1	ENSG00000176769	
GRWD1	1	ENSG00000105447	
BOLA3	1	ENSG00000163170	
BOLA2	1	ENSG00000183336	
WDPCP	1	ENSG00000143951	
PLPP3	1	ENSG00000162407	
PLPP2	1	ENSG00000141934	
PLPP1	1	ENSG00000067113	
LLGL1	1	ENSG00000131899	
LLGL2	1	ENSG00000073350	
PTGES	1	ENSG00000148344	
GYPA	1	ENSG00000170180	
LMAN2L	1	ENSG00000114988	
GYPC	1	ENSG00000136732	
MGST3	1	ENSG00000143198	
GYPE	1	ENSG00000197465	
RNU4-62P	1	ENSG00000222057	
MGST1	1	ENSG00000008394	
MGST2	1	ENSG00000085871	
NMD3	1	ENSG00000169251	
AC114267.1	1	ENSG00000186723	
SLC6A20	1	ENSG00000163817	
PTDSS2	1	ENSG00000174915	
PTDSS1	1	ENSG00000156471	
SGPL1	1	ENSG00000166224	
DPH1	1	ENSG00000108963	
LCN15	1	ENSG00000177984	
DPH2	1	ENSG00000132768	
LCN12	1	ENSG00000184925	
DPH3	1	ENSG00000154813	
LCN10	1	ENSG00000187922	
DPH5	1	ENSG00000117543	
DPH6	1	ENSG00000134146	
DPH7	1	ENSG00000148399	
OR2A25	1	ENSG00000221933	
TVP23C-CDRT4	1	ENSG00000259024	
SRPK2	1	ENSG00000135250	
RPL39L	1	ENSG00000163923	
SRPK3	1	ENSG00000184343	
AC093512.2	1	ENSG00000285043	
SIGLEC15	1	ENSG00000197046	
SIGLEC14	1	ENSG00000254415	
SIGLEC12	1	ENSG00000254521	
SIGLEC11	1	ENSG00000161640	
SIGLEC10	1	ENSG00000142512	
MEMO1	1	ENSG00000162959	
SRPK1	1	ENSG00000096063	
IMPDH1P8	1	ENSG00000224728	
GKAP1	1	ENSG00000165113	
SESTD1	1	ENSG00000187231	
BTBD6P1	1	ENSG00000229106	
OR2A12	1	ENSG00000221858	
IMPDH1P5	1	ENSG00000213513	
RYR1	1	ENSG00000196218	
DAZAP2	1	ENSG00000183283	
RYR2	1	ENSG00000198626	
DAZAP1	1	ENSG00000071626	
HILPDA	1	ENSG00000135245	
RYR3	1	ENSG00000198838	
GYS2	1	ENSG00000111713	
GYS1	1	ENSG00000104812	
EML4-AS1	1	ENSG00000224875	
ESM1	1	ENSG00000164283	
ZMYM1	1	ENSG00000197056	
RPPH1	1	ENSG00000277209	
ZMYM2	1	ENSG00000121741	
ZMYM3	1	ENSG00000147130	
ZMYM4	1	ENSG00000146463	
ZMYM5	1	ENSG00000132950	
ZMYM6	1	ENSG00000163867	
NME2	1	ENSG00000243678	
NME3	1	ENSG00000103024	
NME4	1	ENSG00000103202	
AP3B1	1	ENSG00000132842	
AP3B2	1	ENSG00000103723	
NME1	1	ENSG00000239672	
RAD51B	1	ENSG00000182185	
CEACAM1	1	ENSG00000079385	
RAD51D	1	ENSG00000185379	
RAD51C	1	ENSG00000108384	
NME6	1	ENSG00000172113	
NRN1L	1	ENSG00000188038	
NME7	1	ENSG00000143156	
NME8	1	ENSG00000086288	
CEACAM5	1	ENSG00000105388	
CEACAM8	1	ENSG00000124469	
DNASE1L2	1	ENSG00000167968	
DNASE1L3	1	ENSG00000163687	
DNASE1L1	1	ENSG00000013563	
PAPLN	1	ENSG00000100767	
UQCR11	1	ENSG00000127540	
UQCR10	1	ENSG00000184076	
RAD54B	1	ENSG00000197275	
ANKMY2	1	ENSG00000106524	
ATP5F1A	1	ENSG00000152234	
ATP5F1B	1	ENSG00000110955	
RAD54L	1	ENSG00000085999	
JHY	1	ENSG00000109944	
LCMT2	1	ENSG00000168806	
LCMT1	1	ENSG00000205629	
ANKMY1	1	ENSG00000144504	
SUZ12	1	ENSG00000178691	
SDCBP2-AS1	1	ENSG00000234684	
C1GALT1	1	ENSG00000106392	
AP3D1	1	ENSG00000065000	
ERBIN	1	ENSG00000112851	
PRSS30P	1	ENSG00000172460	
ATP5F1C	1	ENSG00000165629	
ATP5F1D	1	ENSG00000099624	
CPHL1P	1	ENSG00000240216	
ATP5F1E	1	ENSG00000124172	
RAB3GAP2	1	ENSG00000118873	
LY6G5B	1	ENSG00000240053	
ZNF354A	1	ENSG00000169131	
LY6G5C	1	ENSG00000204428	
RAB3GAP1	1	ENSG00000115839	
ZNF354C	1	ENSG00000177932	
ZNF354B	1	ENSG00000178338	
PRAG1	1	ENSG00000275342	
SNORA22B	1	ENSG00000206603	
ESPN	1	ENSG00000187017	
CMIP	1	ENSG00000153815	
SYDE2	1	ENSG00000097096	
SYDE1	1	ENSG00000105137	
C14orf132	1	ENSG00000227051	
KNTC1	1	ENSG00000184445	
PSPH	1	ENSG00000146733	
STARD4-AS1	1	ENSG00000246859	
MYH15	1	ENSG00000144821	
